city,cityLabel,city_population,city_coordinate_location,sister,sisterLabel,sister_population,sister_coordinate_location
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q172,Toronto,2731571,Point(-79.386666666 43.670277777)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q239,Bruxelles,185103,Point(4.351666666 50.846666666)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q270,Varsavia,1790658,Point(21.033333333 52.216666666)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q406,Istanbul,14657434,Point(28.960277777 41.01)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q437,Lubiana,286745,Point(14.516666666 46.05)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q580,Łódź,690422,Point(19.454722222 51.776944444)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q585,Oslo,693494,Point(10.752777777 59.911111111)
http://www.wikidata.org/entity/Q226,Nuuk,18326,Point(-51.733333333 64.175),http://www.wikidata.org/entity/Q585,Oslo,693494,Point(10.752777777 59.911111111)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q649,Mosca,12655050,Point(37.617777777 55.755833333)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q656,San Pietroburgo,5384342,Point(30.25 59.91667)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q656,San Pietroburgo,5384342,Point(30.316666666 59.95)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q891,Nižnij Novgorod,1264075,Point(44.0075 56.326944444)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q956,Pechino,21710000,Point(116.407526 39.90403)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q994,Tbilisi,1118035,Point(44.7925 41.7225)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q1055,Amburgo,1841179,Point(10.0 53.55)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q1085,Praga,1335084,Point(14.416666666 50.083333333)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q1297,Chicago,2722389,Point(-87.627777777 41.881944444)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q1297,Chicago,2722389,Point(-87.627777777 41.881944444)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q1335,Montevideo,1319108,Point(-56.166666666 -34.866666666)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q1486,Buenos Aires,3063728,Point(-58.381944444 -34.599722222)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q1489,Città del Messico,8918653,Point(-99.145555555 19.419444444)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q1490,Tokyo,14049146,Point(139.692222222 35.689722222)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q1491,La Paz,2867504,Point(-68.1475 -16.494166666)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q1492,Barcellona,1664182,Point(2.176944444 41.3825)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q1515,Abidjan,4980000,Point(-4.026666666 5.336388888)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q1520,Nur-Sultan,1078362,Point(71.433333333 51.133333333)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q1563,L'Avana,2141652,Point(-82.358888888 23.136666666)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q1729,Erfurt,213699,Point(11.029166666 50.978055555)
http://www.wikidata.org/entity/Q226,Nuuk,18326,Point(-51.733333333 64.175),http://www.wikidata.org/entity/Q1748,Copenaghen,602481,Point(12.568888888 55.676111111)
http://www.wikidata.org/entity/Q226,Nuuk,18326,Point(-51.733333333 64.175),http://www.wikidata.org/entity/Q1757,Helsinki,642045,Point(24.93417 60.17556)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q1761,Dublino,1173179,Point(-6.260277777 53.349722222)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q1764,Reykjavík,128793,Point(-21.935 64.1475)
http://www.wikidata.org/entity/Q226,Nuuk,18326,Point(-51.733333333 64.175),http://www.wikidata.org/entity/Q1764,Reykjavík,128793,Point(-21.935 64.1475)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q1770,Tallinn,438341,Point(24.745 59.437222222)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q1773,Riga,614618,Point(24.106944444 56.9475)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q1780,Bratislava,429564,Point(17.112777777 48.144722222)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q1781,Budapest,1723836,Point(19.040833333 47.498333333)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q1781,Budapest,1723836,Point(19.040833333 47.498333333)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q1792,Danzica,464254,Point(18.633333333 54.366666666)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q1799,Breslavia,638586,Point(17.0325 51.11)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q1829,Kaliningrad,475056,Point(20.5 54.716666666)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q1899,Kiev,2963199,Point(30.523611111 50.45)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q1953,Erevan,1075800,Point(44.514444444 40.181388888)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q2079,Lipsia,597215,Point(12.383333333 51.333333333)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q2100,Duisburg,498590,Point(6.761111111 51.432222222)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q2280,Minsk,2009786,Point(27.561837 53.902246)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q2656,Palermo,668405,Point(13.361262 38.115658)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q2868,Lima,9674755,Point(-77.033333333 -12.05)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q2887,Santiago del Cile,6257516,Point(-70.666666666 -33.45)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q2933,Asunción,521101,Point(-57.633333333 -25.3)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q3703,Bamako,2009109,Point(-7.992222222 12.645833333)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q3766,Damasco,1754000,Point(36.291944444 33.513055555)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q3805,Amman,4007526,Point(35.933333333 31.95)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q3856,Nicosia,330000,Point(33.365 35.1725)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q3897,Luanda,2487444,Point(13.234444444 -8.838333333)
http://www.wikidata.org/entity/Q226,Nuuk,18326,Point(-51.733333333 64.175),http://www.wikidata.org/entity/Q4197,Cuxhaven,48356,Point(8.7 53.866666666)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q5818,Cordova,326039,Point(-4.766666666 37.883333333)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q6259,Pavia,72773,Point(9.155 45.185280555)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q6576,Irkutsk,623736,Point(104.3 52.283333333)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q6602,Strasburgo,284677,Point(7.752222222 48.573333333)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q8652,Miami,417650,Point(-80.216666666 25.783333333)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q8684,Seul,9668465,Point(126.99 37.56)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q8686,Shanghai,23390000,Point(121.466666666 31.166666666)
http://www.wikidata.org/entity/Q226,Nuuk,18326,Point(-51.733333333 64.175),http://www.wikidata.org/entity/Q10704,Tórshavn,13326,Point(-6.783333333 62.0)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q14314,Santiago di Compostela,97848,Point(-8.533333333 42.883333333)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q14773,Macao,566375,Point(113.55 22.166666666)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q16572,Canton,14043500,Point(113.258976 23.128795)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q19689,Tirana,418495,Point(19.82 41.33)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q21197,Chișinău,639000,Point(28.835277777 47.022777777)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q23436,Edimburgo,488050,Point(-3.198888888 55.95)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q23800,La Valletta,6444,Point(14.5125 35.897777777)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q25410,Aalborg,113417,Point(9.916666666 57.05)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q25444,Funchal,111892,Point(-16.916666666 32.65)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q31487,Cracovia,766739,Point(19.937222222 50.061388888)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q33935,Tel Aviv,451523,Point(34.78 32.08)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q34713,Salisburgo,155021,Point(13.04768 47.7972)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q35493,Almaty,1916822,Point(76.9 43.25)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q35765,Osaka,2751862,Point(135.501944444 34.693611111)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q36036,Leopoli,724314,Point(24.0315 49.841888888)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q42780,Ningbo,7639000,Point(121.549166666 29.875)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q43070,Donec'k,929063,Point(37.804166666 48.008888888)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q43788,Madison,269840,Point(-89.384166666 43.074722222)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q44059,La Plata,193144,Point(-57.95 -34.933333333)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q44237,Mendoza,114822,Point(-68.833333333 -32.883333333)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q45412,Coimbra,143396,Point(-8.428888888 40.211111111)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q48256,Dnipro,980948,Point(34.983333333 48.45)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q48256,Dnipro,990724,Point(34.983333333 48.45)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q48256,Dnipro,1002111,Point(34.983333333 48.45)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q54898,San Cristóbal de La Laguna,158911,Point(-16.316666666 28.485277777)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q58976,Il Pireo,163688,Point(23.646944444 37.943)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q100188,Cluj-Napoca,324576,Point(23.559444444 46.78)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q133123,Patrasso,167446,Point(21.733333333 38.25)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q159273,Arequipa,1008290,Point(-71.536883333 -16.398763888)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q181966,Naha,316048,Point(127.678888888 26.212222222)
http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333),http://www.wikidata.org/entity/Q186237,Joensuu,75514,Point(29.763888888 62.6)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q206933,Leiria,126897,Point(-8.806944444 39.743055555)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q386991,Torreón,716672,Point(-103.41898 25.54389)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q425410,Góis,4260,Point(-8.116666666 40.15)
http://www.wikidata.org/entity/Q174,San Paolo,12325232,Point(-46.633947222 -23.550394444),http://www.wikidata.org/entity/Q433574,Alta Floresta,50189,Point(-56.085833333 -9.875833333)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q62,San Francisco,881549,Point(-122.416388888 37.7775)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q65,Los Angeles,3976322,Point(-118.24368 34.05223)
http://www.wikidata.org/entity/Q1963,Khartum,5345000,Point(32.52654 15.60308),http://www.wikidata.org/entity/Q85,Il Cairo,9293612,Point(31.239444444 30.056111111)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q100,Boston,692600,Point(-71.0625 42.358333333)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q216,Vilnius,574147,Point(25.283333333 54.683333333)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q270,Varsavia,1790658,Point(21.033333333 52.216666666)
http://www.wikidata.org/entity/Q1963,Khartum,5345000,Point(32.52654 15.60308),http://www.wikidata.org/entity/Q406,Istanbul,14657434,Point(28.960277777 41.01)
http://www.wikidata.org/entity/Q1963,Khartum,5345000,Point(32.52654 15.60308),http://www.wikidata.org/entity/Q612,Dubai,2502715,Point(55.309444444 25.269722222)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q621,Versailles,85205,Point(2.134166666 48.804722222)
http://www.wikidata.org/entity/Q1963,Khartum,5345000,Point(32.52654 15.60308),http://www.wikidata.org/entity/Q656,San Pietroburgo,5384342,Point(30.25 59.91667)
http://www.wikidata.org/entity/Q1963,Khartum,5345000,Point(32.52654 15.60308),http://www.wikidata.org/entity/Q656,San Pietroburgo,5384342,Point(30.316666666 59.95)
http://www.wikidata.org/entity/Q2028,Verona,257275,Point(10.992777777 45.438611111),http://www.wikidata.org/entity/Q900,Kazan’,1243500,Point(49.114444444 55.790833333)
http://www.wikidata.org/entity/Q1960,Dar es Salaam,4715000,Point(39.283333333 -6.8),http://www.wikidata.org/entity/Q1055,Amburgo,1841179,Point(10.0 53.55)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q1085,Praga,1335084,Point(14.416666666 50.083333333)
http://www.wikidata.org/entity/Q1903,Catania,311584,Point(15.087269444 37.502669444),http://www.wikidata.org/entity/Q1289,Grenoble,157650,Point(5.726388888 45.186944444)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q1361,Hyderabad,9305000,Point(78.474722222 17.361666666)
http://www.wikidata.org/entity/Q1891,Bologna,389261,Point(11.342777777 44.493888888),http://www.wikidata.org/entity/Q1435,Zagabria,790017,Point(15.977222222 45.813055555)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q1461,Manila,1846513,Point(120.983333333 14.6)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q1475,Quezon City,2960048,Point(121.033333333 14.633333333)
http://www.wikidata.org/entity/Q1863,Andorra la Vella,22151,Point(1.5 42.5),http://www.wikidata.org/entity/Q1489,Città del Messico,8918653,Point(-99.145555555 19.419444444)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q1491,La Paz,2867504,Point(-68.1475 -16.494166666)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q1555,Città del Guatemala,2934841,Point(-90.52525 14.609861111)
http://www.wikidata.org/entity/Q2028,Verona,257275,Point(10.992777777 45.438611111),http://www.wikidata.org/entity/Q1726,Monaco di Baviera,1471508,Point(11.575 48.1375)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q1773,Riga,614618,Point(24.106944444 56.9475)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q1854,Ho Chi Minh,10380000,Point(106.633333333 10.816666666)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q1861,Bangkok,5696409,Point(100.516666666 13.75)
http://www.wikidata.org/entity/Q1903,Catania,311584,Point(15.087269444 37.502669444),http://www.wikidata.org/entity/Q1930,Ottawa,934243,Point(-75.695 45.424722222)
http://www.wikidata.org/entity/Q1891,Bologna,389261,Point(11.342777777 44.493888888),http://www.wikidata.org/entity/Q2079,Lipsia,597215,Point(12.383333333 51.333333333)
http://www.wikidata.org/entity/Q1963,Khartum,5345000,Point(32.52654 15.60308),http://www.wikidata.org/entity/Q2844,Brasilia,3015268,Point(-47.882777777 -15.793888888)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q2933,Asunción,521101,Point(-57.633333333 -25.3)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q3070,San José,288054,Point(-84.083333333 9.933333333)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q3110,San Salvador,567698,Point(-89.191388888 13.698888888)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q3238,Tegucigalpa,1126534,Point(-87.206666666 14.094166666)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q3274,Managua,1028808,Point(-86.266666666 12.15)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q3306,Panama,880691,Point(-79.5 9.0)
http://www.wikidata.org/entity/Q1891,Bologna,389261,Point(11.342777777 44.493888888),http://www.wikidata.org/entity/Q3519,Bari,323370,Point(16.866666666 41.125277777)
http://www.wikidata.org/entity/Q1963,Khartum,5345000,Point(32.52654 15.60308),http://www.wikidata.org/entity/Q3604,Gibuti,562000,Point(43.148055555 11.595)
http://www.wikidata.org/entity/Q1963,Khartum,5345000,Point(32.52654 15.60308),http://www.wikidata.org/entity/Q3616,Teheran,8846782,Point(51.416666666 35.7)
http://www.wikidata.org/entity/Q1963,Khartum,5345000,Point(32.52654 15.60308),http://www.wikidata.org/entity/Q3624,Addis Abeba,3041002,Point(38.736944444 9.027222222)
http://www.wikidata.org/entity/Q1963,Khartum,5345000,Point(32.52654 15.60308),http://www.wikidata.org/entity/Q3640,Ankara,5503985,Point(32.85 39.93)
http://www.wikidata.org/entity/Q1963,Khartum,5345000,Point(32.52654 15.60308),http://www.wikidata.org/entity/Q3642,Asmara,963000,Point(38.916666666 15.333333333)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q3718,Dakar,1146053,Point(-17.457222222 14.731944444)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q3726,Banjul,31356,Point(-16.5775 13.453055555)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q3739,Bissau,395954,Point(-15.595555555 11.859166666)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q3748,Monrovia,1021762,Point(-10.804722222 6.310555555)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q3777,Ouagadougou,2453496,Point(-1.535277777 12.357222222)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q3792,Lomé,837437,Point(1.222777777 6.131944444)
http://www.wikidata.org/entity/Q1963,Khartum,5345000,Point(32.52654 15.60308),http://www.wikidata.org/entity/Q3805,Amman,4007526,Point(35.933333333 31.95)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q3876,Lilongwe,781538,Point(33.783333333 -13.983333333)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q3904,Mbabane,94874,Point(31.161666666 -26.320833333)
http://www.wikidata.org/entity/Q2028,Verona,257275,Point(10.992777777 45.438611111),http://www.wikidata.org/entity/Q3922,Detmold,74388,Point(8.883333333 51.937777777)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q3926,Pretoria,741651,Point(28.188055555 -25.746388888)
http://www.wikidata.org/entity/Q2028,Verona,257275,Point(10.992777777 45.438611111),http://www.wikidata.org/entity/Q4656,Pola,57053,Point(13.833333333 44.866666666)
http://www.wikidata.org/entity/Q2028,Verona,257275,Point(10.992777777 45.438611111),http://www.wikidata.org/entity/Q4970,Hangzhou,9468000,Point(120.1675 30.25)
http://www.wikidata.org/entity/Q2028,Verona,257275,Point(10.992777777 45.438611111),http://www.wikidata.org/entity/Q5776,Betlemme,36000,Point(35.206111111 31.704444444)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q6346,Indianapolis,863002,Point(-86.158055555 39.768611111)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q6816,Ulan-Udė,431922,Point(107.606388888 51.827222222)
http://www.wikidata.org/entity/Q1903,Catania,311584,Point(15.087269444 37.502669444),http://www.wikidata.org/entity/Q7342,Oświęcim,39057,Point(19.233333333 50.033333333)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q8673,Lagos,14862000,Point(3.4 6.45)
http://www.wikidata.org/entity/Q1867,Taipei,2684567,Point(121.531944444 25.047777777),http://www.wikidata.org/entity/Q8684,Seul,9668465,Point(126.99 37.56)
http://www.wikidata.org/entity/Q1891,Bologna,389261,Point(11.342777777 44.493888888),http://www.wikidata.org/entity/Q8818,Valencia,800215,Point(-0.376388888 39.47)
